actual,proposed
466.0728454589844,45.87324905395508
0.0,50.22614669799805
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
206.4216766357422,0.0
230.29510498046875,0.0
254.16851806640625,0.0
271.22088623046875,0.0
308.73626708984375,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,29.328489303588867
0.0,30.08051109313965
0.0,30.758852005004883
0.0,31.3663387298584
0.0,31.905696868896484
0.0,32.42430877685547
0.0,32.878211975097656
0.0,33.314659118652344
0.0,33.689552307128906
0.0,34.00526428222656
0.0,34.308834075927734
0.0,34.600730895996094
0.0,34.92616271972656
0.0,35.23907470703125
0.0,35.539955139160156
0.0,35.78450012207031
0.0,36.06439971923828
0.0,36.333534240722656
0.0,36.59231948852539
0.0,36.84115219116211
0.0,37.080413818359375
0.0,37.31047058105469
0.0,37.48691940307617
0.0,37.656578063964844
0.0,37.8197135925293
0.0,37.93181610107422
0.0,38.03960418701172
0.0,38.18800735473633
0.0,38.28594207763672
0.0,38.33534622192383
0.0,38.33808898925781
0.0,38.251197814941406
0.0,38.078121185302734
0.0,37.866943359375
0.0,37.42387390136719
0.0,37.19309616088867
0.0,36.926429748535156
0.0,36.6252555847168
0.0,36.33566665649414
0.0,36.1467399597168
0.0,35.875553131103516
0.0,35.57003402709961
0.0,35.231502532958984
0.0,34.95075607299805
0.0,34.59128189086914
0.0,34.245635986328125
0.0,33.91328048706055
0.0,33.548946380615234
0.0,33.15386199951172
0.0,32.8187370300293
0.0,32.49650192260742
0.0,32.18666076660156
0.0,31.79920768737793
0.0,31.42665672302246
0.0,30.97890853881836
0.0,30.503620147705078
0.0,30.001850128173828
0.0,29.4746150970459
0.0,28.9676570892334
0.0,28.480199813842773
0.0,27.966724395751953
0.0,27.428237915039062
0.0,26.910459518432617
0.0,26.367834091186523
0.0,25.756553649902344
0.0,25.124021530151367
0.0,24.515817642211914
0.0,24.020530700683594
0.0,23.589054107666016
0.0,23.129411697387695
0.0,22.68744659423828
0.0,22.262479782104492
0.0,21.853858947753906
0.0,21.50571632385254
0.0,21.17096519470215
0.0,20.804325103759766
0.0,20.407026290893555
0.0,20.025009155273438
0.0,19.568157196044922
0.0,19.039350509643555
0.0,18.530881881713867
0.0,18.086732864379883
0.0,17.704429626464844
0.0,17.33683204650879
0.0,17.028135299682617
0.0,16.82083511352539
0.0,16.62150764465332
0.0,16.385086059570312
0.0,16.157758712768555
0.0,15.894411087036133
0.0,15.596428871154785
0.0,15.309906959533691
0.0,15.079169273376465
0.0,14.678251266479492
0.0,14.158467292785645
0.0,13.524383544921875
0.0,12.825164794921875
0.0,12.108075141906738
0.0,11.463329315185547
0.0,10.932905197143555
0.0,10.422882080078125
0.0,9.798187255859375
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,9.834588050842285
0.0,10.888749122619629
0.0,11.99189281463623
0.0,13.052607536315918
0.0,14.072525978088379
0.0,15.142740249633789
0.0,16.306081771850586
0.0,17.51420783996582
0.0,18.765390396118164
0.0,19.96845054626465
0.0,21.170001983642578
0.0,22.37010383605957
0.0,23.524049758911133
0.0,24.63361167907715
0.0,25.700496673583984
0.0,26.68158531188965
0.0,27.580177307128906
0.0,28.44420623779297
0.0,29.275005340576172
0.0,30.073848724365234
0.0,30.841968536376953
0.0,31.625307083129883
0.0,32.37852096557617
0.0,33.147525787353516
0.0,33.8869514465332
0.0,34.55317687988281
0.0,35.23854064941406
0.0,35.94231033325195
0.0,36.61901092529297
0.0,37.35921096801758
0.0,38.07094192504883
0.0,38.80005645751953
0.0,39.50113296508789
0.0,40.1304817199707
0.0,40.690860748291016
0.0,41.1849250793457
0.0,41.704750061035156
0.0,42.2045783996582
0.0,42.68518829345703
0.0,43.23683166503906
0.0,43.8120231628418
0.0,44.275569915771484
0.0,44.63175964355469
0.0,44.97425079345703
0.0,45.25880432128906
0.0,45.48765182495117
0.0,45.8762321472168
0.0,46.08133316040039
0.0,46.23377990722656
0.0,46.29084014892578
0.0,46.345706939697266
0.0,46.35369873046875
0.0,46.271854400634766
0.0,46.05887222290039
0.0,45.80931854248047
0.0,45.524600982666016
0.0,45.16130447387695
0.0,44.76721954345703
0.0,44.43305587768555
0.0,44.066978454589844
0.0,43.71498107910156
0.0,43.33176040649414
0.0,42.96327590942383
0.0,42.65373229980469
0.0,42.3560905456543
0.0,42.0251350402832
0.0,41.61738204956055
0.0,41.091026306152344
0.0,40.49538803100586
0.0,39.8331298828125
0.0,39.017295837402344
0.0,38.098548889160156
0.0,37.03609085083008
0.0,35.88020324707031
0.0,34.634483337402344
0.0,33.257625579833984
0.0,31.844196319580078
0.0,30.44036865234375
0.0,28.95624351501465
0.0,27.35015106201172
0.0,25.716304779052734
0.0,24.10053253173828
0.0,22.412620544433594
0.0,20.74486541748047
0.0,19.051725387573242
0.0,17.33418083190918
0.0,15.682694435119629
0.0,14.094727516174316
0.0,12.523076057434082
0.0,10.922346115112305
0.0,9.383182525634766
0.0,7.9479804039001465
0.0,6.612742900848389
0.0,5.37362003326416
0.0,4.226919174194336
0.0,3.169085741043091
0.0,2.2414653301239014
0.0,1.4838095903396606
0.0,0.8895850777626038
0.0,0.407742440700531
0.0,0.07871901243925095
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.08710220456123352
0.0,0.3523295819759369
0.0,0.7416465878486633
0.0,1.3398038148880005
0.0,2.0940053462982178
0.0,3.0877764225006104
0.0,4.267139434814453
0.0,5.580196857452393
0.0,7.0218024253845215
0.0,8.542251586914062
0.0,10.093746185302734
0.0,11.675094604492188
0.0,13.285148620605469
0.0,14.922805786132812
0.0,16.497474670410156
0.0,18.011579513549805
0.0,19.467451095581055
0.0,20.82256317138672
0.0,22.036027908325195
0.0,23.158058166503906
0.0,24.192169189453125
0.0,25.141742706298828
0.0,26.01003646850586
0.0,26.75540542602539
0.0,27.427343368530273
0.0,28.073436737060547
0.0,28.739444732666016
0.0,29.29030990600586
0.0,29.730464935302734
0.0,30.198450088500977
0.0,30.73796272277832
0.0,31.256725311279297
0.0,31.710773468017578
0.0,32.10259246826172
0.0,32.47934341430664
0.0,32.8863639831543
0.0,33.3224983215332
0.0,33.786617279052734
0.0,34.32241439819336
0.0,34.83760452270508
0.0,35.33298110961914
0.0,35.80929946899414
0.0,36.31206130981445
0.0,36.79548645019531
0.0,37.30508041381836
0.0,37.75031280517578
0.0,38.13365936279297
0.0,38.50226593017578
0.0,38.856689453125
0.0,39.197486877441406
0.0,39.435646057128906
0.0,39.57511901855469
0.0,39.61970138549805
0.0,39.662574768066406
0.0,39.56950378417969
0.0,39.48001480102539
0.0,39.304439544677734
0.0,39.04609298706055
0.0,38.79768753051758
0.0,38.514068603515625
0.0,38.2861213684082
0.0,38.06694412231445
0.0,37.766666412353516
0.0,37.47793960571289
0.0,37.2003173828125
0.0,36.933372497558594
0.0,36.67669677734375
0.0,36.25083923339844
0.0,35.751834869384766
0.0,35.09297561645508
0.0,34.280399322509766
0.0,33.36479187011719
0.0,32.3501091003418
0.0,31.240163803100586
0.0,30.038618087768555
0.0,28.74899673461914
0.0,27.419452667236328
0.0,26.09627914428711
0.0,24.644948959350586
0.0,23.115148544311523
0.0,21.554658889770508
0.0,19.964664459228516
0.0,18.39105987548828
0.0,16.743688583374023
0.0,15.114913940429688
0.0,13.504024505615234
0.0,11.865565299987793
0.0,10.245360374450684
0.0,8.553184509277344
0.0,6.881328582763672
0.0,5.229011058807373
0.0,3.6850080490112305
0.0,2.2003896236419678
0.0,0.7728717923164368
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.8203851580619812
0.0,2.042196035385132
0.0,3.306537389755249
0.0,4.656540870666504
0.0,6.088907718658447
0.0,7.555711269378662
0.0,9.010862350463867
0.0,10.45481014251709
0.0,11.932744026184082
0.0,13.443361282348633
0.0,14.940642356872559
0.0,16.380334854125977
0.0,17.809419631958008
0.0,19.228302001953125
0.0,20.547847747802734
0.0,21.81664276123047
0.0,23.08139991760254
0.0,24.34227752685547
0.0,25.509897232055664
0.0,26.58784294128418
0.0,27.624330520629883
0.0,28.66571617126465
0.0,29.622285842895508
0.0,31.42474365234375
0.0,32.27519607543945
0.0,33.09293746948242
0.0,33.87923049926758
0.0,34.59051513671875
0.0,35.31920623779297
0.0,35.9751091003418
0.0,36.65054702758789
0.0,37.255245208740234
0.0,37.74715805053711
0.0,38.220149993896484
0.0,38.5406608581543
0.0,38.80408477783203
0.0,39.012611389160156
0.0,39.123592376708984
0.0,39.319828033447266
0.0,39.4637565612793
0.0,39.602149963378906
0.0,39.600929260253906
0.0,39.68928146362305
0.0,39.819000244140625
0.0,39.85420608520508
0.0,39.843292236328125
0.0,39.83279800415039
0.0,39.77794647216797
0.0,39.72520446777344
0.0,39.67448806762695
0.0,39.580963134765625
0.0,39.44626998901367
0.0,39.27199172973633
0.0,39.10441589355469
0.0,38.89852523803711
0.0,38.655792236328125
0.0,38.37763214111328
0.0,38.0206413269043
0.0,37.63261795043945
0.0,37.304283142089844
0.0,36.94381332397461
0.0,36.59720993041992
0.0,36.26393508911133
0.0,35.898712158203125
0.0,35.50278091430664
0.0,35.07731246948242
0.0,34.48915481567383
0.0,33.83409118652344
0.0,33.204227447509766
0.0,32.50905990600586
0.0,31.70633888244629
0.0,30.80020523071289
0.0,29.83939552307129
0.0,28.73649024963379
0.0,27.586477279663086
0.0,26.34640884399414
0.0,25.06450843811035
0.0,23.74238395690918
0.0,22.381587982177734
0.0,20.98360252380371
0.0,19.505094528198242
0.0,17.904403686523438
0.0,16.27574920654297
0.0,14.62021255493164
0.0,12.983586311340332
0.0,11.409908294677734
0.0,9.89675521850586
0.0,8.397037506103516
0.0,6.999764919281006
0.0,5.656233310699463
0.0,4.364376068115234
0.0,3.1222052574157715
0.0,1.883047103881836
0.0,0.7363123297691345
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.8655495047569275
0.0,1.8618055582046509
0.0,2.8645074367523193
0.0,3.962934732437134
0.0,5.108637809753418
0.0,6.255039215087891
0.0,7.446875095367432
0.0,8.637635231018066
0.0,9.827360153198242
0.0,10.971325874328613
0.0,12.116057395935059
0.0,13.21675968170166
0.0,14.275128364562988
0.0,15.292789459228516
0.0,16.226547241210938
0.0,17.079627990722656
0.0,17.944660186767578
0.0,18.86594581604004
0.0,19.617509841918945
0.0,20.250640869140625
0.0,20.814659118652344
0.0,21.35698127746582
0.0,21.878446578979492
0.0,22.37985610961914
0.0,22.86197853088379
0.0,23.325559616088867
0.0,23.771310806274414
0.0,24.19991683959961
0.0,24.612037658691406
0.0,25.053071975708008
0.0,25.477142333984375
0.0,25.79537582397461
0.0,26.056610107421875
0.0,26.173507690429688
0.0,26.24114418029785
0.0,26.350942611694336
0.0,26.411754608154297
0.0,26.335941314697266
0.0,26.218278884887695
0.0,26.060379028320312
0.0,25.819026947021484
0.0,25.54219627380371
0.0,25.276012420654297
0.0,24.975303649902344
0.0,24.64139747619629
0.0,24.230806350708008
0.0,23.74648094177246
0.0,23.23602294921875
0.0,22.78995704650879
0.0,22.45057487487793
0.0,22.12424659729004
0.0,21.631418228149414
0.0,21.02325439453125
0.0,20.34895896911621
0.0,19.655834197998047
0.0,18.98936653137207
0.0,18.303770065307617
0.0,17.59977912902832
0.0,16.833337783813477
0.0,16.051610946655273
0.0,15.210427284240723
0.0,14.3120698928833
0.0,13.358736991882324
0.0,12.39731216430664
0.0,11.338573455810547
0.0,10.275793075561523
0.0,9.253888130187988
0.0,8.226523399353027
0.0,7.193909645080566
0.0,6.201011657714844
0.0,5.201542377471924
0.0,4.240514278411865
0.0,3.31644868850708
0.0,2.383160352706909
0.0,1.3067138195037842
0.0,0.22690926492214203
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.1347343623638153
0.0,1.3381527662277222
0.0,2.5400495529174805
0.0,3.7852425575256348
0.0,5.1168341636657715
0.0,6.486738204956055
0.0,7.893476486206055
0.0,9.335637092590332
0.0,10.76709270477295
0.0,12.143492698669434
0.0,13.511717796325684
0.0,14.872078895568848
0.0,16.224882125854492
0.0,17.570417404174805
0.0,18.908964157104492
0.0,20.240793228149414
0.0,21.566162109375
0.0,22.79578971862793
0.0,23.978126525878906
0.0,25.15974998474121
0.0,26.38545036315918
0.0,27.653535842895508
184.16587829589844,28.872848510742188
0.0,30.179555892944336
0.0,31.3912410736084
0.0,32.511558532714844
0.0,33.63355255126953
0.0,34.7123908996582
0.0,35.74973678588867
0.0,36.74718475341797
0.0,37.706268310546875
0.0,38.62846755981445
0.0,39.42566680908203
0.0,40.10267639160156
0.0,40.70888900756836
0.0,41.291786193847656
0.0,41.852264404296875
0.0,42.39118576049805
0.0,42.90938186645508
0.0,43.40764236450195
0.0,43.84197998046875
0.0,44.21484375
0.0,44.618133544921875
0.0,45.00591278076172
0.0,45.37877655029297
0.0,45.91634750366211
0.0,46.43324661254883
0.0,46.93026351928711
184.16580200195312,47.363399505615234
187.57603454589844,47.95893096923828
0.0,48.576316833496094
0.0,49.0804328918457
0.0,49.52040100097656
0.0,49.898677825927734
0.0,50.30717468261719
0.0,50.744720458984375
0.0,51.165435791015625
0.0,51.525211334228516
0.0,51.82638168334961
0.0,52.16073226928711
0.0,52.437461853027344
0.0,52.658782958984375
0.0,52.8715934753418
0.0,53.07621765136719
0.0,53.18344497680664
0.0,53.241790771484375
0.0,53.25312423706055
0.0,53.219261169433594
0.0,53.18669891357422
0.0,53.065860748291016
0.0,52.86014938354492
0.0,52.61758804321289
0.0,52.3395881652832
0.0,52.11704635620117
0.0,51.81353759765625
0.0,51.47693634033203
0.0,51.1085205078125
0.0,50.709510803222656
0.0,50.32585144042969
0.0,49.91218185424805
0.0,49.514427185058594
0.0,49.13196563720703
0.0,48.80897903442383
0.0,48.498416900634766
0.0,48.155033111572266
0.0,47.869625091552734
0.0,47.639949798583984
0.0,47.41910934448242
0.0,47.20676040649414
0.0,46.957820892333984
0.0,46.6736946105957
0.0,46.40049362182617
0.0,46.13779830932617
0.0,45.84044647216797
0.0,45.55453109741211
0.0,45.27960968017578
0.0,44.97050094604492
0.0,44.58375549316406
0.0,44.167118072509766
0.0,43.76650619506836
0.0,43.336544036865234
0.0,42.878353118896484
0.0,42.48255157470703
0.0,42.10197067260742
0.0,41.73603057861328
0.0,41.384159088134766
0.0,41.00106430053711
0.0,40.63269805908203
0.0,40.233741760253906
0.0,39.85012435913086
0.0,39.436500549316406
0.0,39.038787841796875
0.0,38.61160659790039
0.0,38.20085144042969
0.0,37.85066223144531
0.0,37.51394271850586
0.0,37.19017028808594
0.0,36.92361831665039
0.0,36.71207809448242
0.0,36.55344009399414
0.0,36.35614013671875
0.0,36.12166213989258
0.0,35.89620590209961
0.0,35.679420471191406
0.0,35.470970153808594
0.0,35.270538330078125
0.0,35.122581481933594
0.0,35.02507781982422
0.0,34.97608184814453
0.0,34.92897033691406
0.0,34.83891296386719
0.0,34.7523193359375
0.0,34.75857925415039
0.0,34.80936050415039
0.0,34.81342697143555
0.0,34.81733703613281
0.0,34.82109451293945
0.0,34.824710845947266
0.0,34.872947692871094
0.0,34.96409606933594
0.0,35.05173873901367
0.0,35.04648208618164
0.0,34.99666213989258
0.0,34.993526458740234
0.0,34.990509033203125
0.0,34.94284439086914
0.0,34.80748748779297
0.0,34.63257598876953
0.0,34.46438980102539
0.0,34.30267333984375
0.0,34.102413177490234
0.0,33.909854888916016
0.0,33.67993927001953
0.0,33.41410446166992
0.0,33.11373519897461
0.0,32.7801513671875
0.0,32.414634704589844
0.0,32.01841354370117
0.0,31.592670440673828
0.0,31.2728271484375
0.0,30.96528434753418
0.0,30.669572830200195
0.0,30.38523292541504
0.0,30.156593322753906
0.0,29.93674659729004
0.0,29.77012062072754
0.0,29.565139770507812
0.0,29.3680419921875
0.0,29.178524017333984
0.0,29.041059494018555
0.0,28.90888214111328
0.0,28.781789779663086
0.0,28.61482048034668
0.0,28.454273223876953
0.0,28.38942527770996
0.0,28.37183380126953
0.0,28.35491943359375
0.0,28.24913215637207
0.0,28.102649688720703
0.0,28.00656509399414
0.0,27.869413375854492
0.0,27.73753547668457
0.0,27.655494689941406
0.0,27.57660675048828
0.0,27.500755310058594
0.0,27.427820205688477
0.0,27.357690811157227
0.0,27.335018157958984
0.0,27.313217163085938
0.0,27.247495651245117
0.0,27.139537811279297
0.0,27.12525749206543
0.0,27.156288146972656
0.0,27.141361236572266
0.0,26.992721557617188
0.0,26.84980010986328
0.0,26.667612075805664
0.0,26.492429733276367
0.0,26.27922248840332
0.0,26.074216842651367
0.0,25.877094268798828
0.0,25.68755340576172
0.0,25.50530242919922
0.0,25.330062866210938
0.0,25.161561965942383
0.0,24.999542236328125
0.0,24.888517379760742
0.0,24.82652473449707
0.0,24.72215461730957
0.0,24.62179946899414
0.0,24.480539321899414
0.0,24.34471321105957
0.0,24.258872985839844
0.0,24.17633628845215
0.0,24.052209854125977
0.0,23.888092041015625
0.0,23.640766143798828
0.0,23.358186721801758
0.0,23.086477279663086
0.0,22.780454635620117
0.0,22.441438674926758
0.0,22.070697784423828
0.0,21.714216232299805
0.0,21.416208267211914
0.0,21.129663467407227
0.0,20.85413932800293
0.0,20.58921241760254
0.0,20.334474563598633
0.0,20.08953285217285
0.0,19.854013442993164
0.0,19.627553939819336
0.0,19.36503791809082
0.0,19.112621307373047
0.0,18.869911193847656
0.0,18.636537551879883
0.0,18.412137985229492
0.0,18.241134643554688
0.0,18.07670783996582
0.0,17.918603897094727
0.0,17.721818923950195
0.0,17.487838745117188
0.0,17.26285743713379
0.0,17.001768112182617
0.0,16.661195755004883
0.0,16.24419403076172
0.0,15.798467636108398
0.0,15.414648056030273
0.0,15.090354919433594
0.0,14.778533935546875
0.0,14.523469924926758
0.0,14.322979927062988
0.0,14.17496395111084
0.0,13.98787784576416
0.0,13.80798625946045
0.0,13.635014533996582
0.0,13.423932075500488
0.0,13.176204681396484
0.0,12.982769012451172
0.0,12.796772003173828
0.0,12.617929458618164
0.0,12.490729331970215
0.0,12.413185119628906
0.0,12.293859481811523
0.0,12.044832229614258
0.0,11.850147247314453
0.0,11.662949562072754
0.0,11.482952117919922
0.0,11.265113830566406
0.0,11.01089096069336
0.0,10.721685409545898
0.0,10.488363265991211
0.0,10.219255447387695
0.0,9.91573429107666
0.0,9.579123497009277
0.0,9.210695266723633
0.0,8.856438636779785
0.0,8.47104263305664
0.0,8.100469589233398
0.0,7.788912773132324
0.0,7.489339351654053
0.0,7.201287746429443
0.0,6.924315452575684
0.0,6.613232135772705
0.0,6.314113140106201
0.0,5.981735706329346
0.0,5.617378234863281
0.0,5.267034530639648
0.0,4.885406017303467
0.0,4.473691940307617
0.0,4.0330491065979
0.0,3.5645909309387207
0.0,3.0693867206573486
0.0,2.6379923820495605
0.0,2.267953634262085
0.0,1.9569107294082642
0.0,1.657831072807312
0.0,1.3254908323287964
0.0,0.961169421672821
0.0,0.6556239128112793
0.0,0.4065936505794525
0.0,0.2119050770998001
0.0,0.06946422904729843
0.0,0.06679252535104752
0.0,0.19851423799991608
0.0,0.32516974210739136
0.0,0.312663197517395
0.0,0.30063769221305847
0.0,0.33383825421333313
0.0,0.3657618761062622
0.0,0.3964576721191406
0.0,0.4259728491306305
0.0,0.5438799262046814
0.0,0.6572521328926086
0.0,0.8110235929489136
0.0,1.048407793045044
0.0,1.3661890029907227
0.0,1.7612711191177368
0.0,2.1859214305877686
0.0,2.6837658882141113
0.0,3.2519898414611816
0.0,3.8878819942474365
0.0,4.499317169189453
0.0,5.087235450744629
0.0,5.652541160583496
0.0,6.196104526519775
0.0,6.718761920928955
0.0,7.221316814422607
0.0,7.7493062019348145
0.0,8.256988525390625
0.0,8.700380325317383
0.0,9.08195972442627
0.0,9.44886302947998
0.0,9.801653861999512
0.0,10.140876770019531
0.0,10.42228889465332
0.0,10.737640380859375
0.0,11.040863037109375
0.0,11.33242416381836
0.0,11.747057914733887
0.0,12.280034065246582
0.0,12.882035255432129
0.0,13.550409317016602
0.0,14.28260326385498
0.0,15.031396865844727
0.0,15.79615306854248
0.0,16.57625961303711
0.0,17.371126174926758
0.0,18.0458927154541
0.0,18.60518455505371
0.0,19.098201751708984
0.0,19.52749252319336
0.0,19.940271377563477
0.0,20.381938934326172
0.0,20.6275634765625
0.0,20.774219512939453
