actual,proposed
0.12169082462787628,0.20000000298023224
0.11719101667404175,0.20000000298023224
0.11269049346446991,0.20000000298023224
0.10382921248674393,0.20000000298023224
0.0993848368525505,0.20000000298023224
0.09493425488471985,0.20000000298023224
0.0861181765794754,0.20000000298023224
0.07735525071620941,0.20000000298023224
0.06864213943481445,0.20000000298023224
0.05561661347746849,0.20000000298023224
0.04269520938396454,0.20000000298023224
0.029871657490730286,0.20000000298023224
0.021500252187252045,0.20000000298023224
0.013155543245375156,0.20000000298023224
0.004835963249206543,0.20000000298023224
0.18126925826072693,0.20000000298023224
0.17852817475795746,0.20000000298023224
0.17804427444934845,0.20000000298023224
0.17546765506267548,0.20000000298023224
0.17300528287887573,0.20000000298023224
0.15865902602672577,0.20000000298023224
0.14754478633403778,0.20000000298023224
0.13648511469364166,0.20000000298023224
0.12547548115253448,0.20000000298023224
0.11015394330024719,0.20000000298023224
0.09057701379060745,0.20000000298023224
0.07987604290246964,0.20000000298023224
0.0648445338010788,0.20000000298023224
0.04553968459367752,0.20000000298023224
0.030735261738300323,0.20000000298023224
0.016003474593162537,0.20000000298023224
0.00569842429831624,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.19702231884002686
0.0,0.19435429573059082
0.0,0.19172029197216034
0.0,0.18908889591693878
0.0,0.18649496138095856
0.0,0.18397054076194763
0.0,0.18153688311576843
0.0,0.17916297912597656
0.0,0.17675158381462097
0.0,0.1743638962507248
0.0,0.1721341609954834
0.0,0.17001385986804962
0.0,0.16790862381458282
0.0,0.16582034528255463
0.0,0.16371141374111176
0.0,0.1616758108139038
0.0,0.15968479216098785
0.0,0.15770089626312256
0.0,0.15578992664813995
0.0,0.15394584834575653
0.0,0.15213635563850403
0.0,0.15036030113697052
0.0,0.14861425757408142
0.0,0.1468978077173233
0.0,0.1451454758644104
0.0,0.1434219926595688
0.0,0.14175838232040405
0.0,0.14008758962154388
0.0,0.13844166696071625
0.0,0.1368522047996521
0.0,0.13531699776649475
0.0,0.13380175828933716
0.0,0.13230495154857635
0.0,0.13085825741291046
0.0,0.12942777574062347
0.0,0.12807640433311462
0.0,0.1267697513103485
0.0,0.12547355890274048
0.0,0.12421960383653641
0.0,0.12294159829616547
0.0,0.12167233973741531
0.0,0.12037908285856247
0.0,0.11906231939792633
0.0,0.11775475740432739
0.0,0.11645548790693283
0.0,0.11526170372962952
0.0,0.11410430818796158
0.0,0.1129499226808548
0.0,0.11186283081769943
0.0,0.11080858111381531
0.0,0.10978541523218155
0.0,0.10882438719272614
0.0,0.10789205878973007
0.0,0.10695404559373856
0.0,0.10604196041822433
0.0,0.10515788942575455
0.0,0.10429707914590836
0.0,0.10339607298374176
0.0,0.1025846004486084
0.0,0.10185930877923965
0.0,0.10112132132053375
0.0,0.10040288418531418
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.034712374210357666,0.0
0.042439479380846024,0.0
0.04572610557079315,0.0
0.040277235209941864,0.0
0.030574148520827293,0.0
0.029749134555459023,0.0
0.04203343018889427,0.0
0.04980923980474472,0.0
0.053143613040447235,0.10040716826915741
0.05210097134113312,0.10087422281503677
0.05546088144183159,0.10132517665624619
0.05880187451839447,0.10179270803928375
0.06212584301829338,0.10227639228105545
0.0523567870259285,0.10277597606182098
0.05147133022546768,0.10319399833679199
0.05498243495821953,0.1035979837179184
0.04975228011608124,0.10402067005634308
0.044619932770729065,0.10439682006835938
0.04394059255719185,0.10472829639911652
0.03893176466226578,0.10504868626594543
0.03401174023747444,0.10532618314027786
0.024817639961838722,0.10556226968765259
0.015765562653541565,0.10572601109743118
0.011207487434148788,0.10581977665424347
0.006718310993164778,0.10587809979915619
0.0,0.10590213537216187
0.0,0.10586070269346237
0.0,0.10575591772794724
0.0,0.10562204569578171
0.0,0.10542770475149155
0.0,0.10514254868030548
0.0,0.1048017144203186
0.0,0.10443904250860214
0.0,0.10405553132295609
0.0,0.10365132987499237
0.0,0.10322719812393188
0.0,0.10275158286094666
0.0,0.10219339281320572
0.0,0.10155563056468964
0.0,0.10084030777215958
0.0,0.10005003958940506
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0677979439496994,0.0
0.07433285564184189,0.0
0.0764719769358635,0.0
0.08735580742359161,0.0
0.10250319540500641,0.0
0.1087823435664177,0.0
0.11068019270896912,0.0
0.12133555859327316,0.0
0.12319118529558182,0.0
0.1294489949941635,0.0
0.13568836450576782,0.0
0.1331927627325058,0.0
0.13080254197120667,0.0
0.1328723132610321,0.0
0.13933855295181274,0.0
0.13706238567829132,0.0
0.1305254101753235,0.0
0.12414328008890152,0.0
0.1179099753499031,0.0
0.11181861162185669,0.0
0.10586366802453995,0.0
0.09568043053150177,0.0
0.08132421970367432,0.0
0.06720569729804993,0.0
0.05767383426427841,0.0
0.04394052177667618,0.0
0.03041752427816391,0.09189794957637787
0.017096206545829773,0.09192720055580139
0.0,0.09185874462127686
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.05735292285680771,0.0
0.06851090490818024,0.0
0.07520212233066559,0.0
0.07749313861131668,0.0
0.09288216382265091,0.0
0.1037522628903389,0.0
0.11017131805419922,0.0
0.11656320840120316,0.0
0.11857152730226517,0.0
0.1293351948261261,0.0
0.131296306848526,0.0
0.133297860622406,0.0
0.13969850540161133,0.0
0.1417182832956314,0.0
0.15249602496623993,0.0
0.15447445213794708,0.0
0.15649643540382385,0.0
0.14984267950057983,0.0
0.14770986139774323,0.0
0.14567187428474426,0.0
0.1480841338634491,0.08087104558944702
0.13744661211967468,0.08179190754890442
0.12265827506780624,0.0825868770480156
0.10812894254922867,0.08325983583927155
0.09820716083049774,0.08384732902050018
0.08410287648439407,0.08431997895240784
0.07022862136363983,0.08468155562877655
0.043496787548065186,0.08483875542879105
0.025873618200421333,0.08486273884773254
0.012862449511885643,0.0847901999950409
0.0,0.084591805934906
0.0,0.08433607965707779
0.0,0.0839923843741417
0.0,0.083531454205513
0.0,0.08308594673871994
0.0,0.08249382674694061
0.0,0.08192110806703568
0.0,0.08117339760065079
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.05711790919303894,0.0
0.06836885213851929,0.0
0.07515062391757965,0.0
0.08188779652118683,0.0
0.08858257532119751,0.0
0.09523817896842957,0.0
0.10621563345193863,0.0
0.12145646661520004,0.0
0.12782889604568481,0.0
0.1341785043478012,0.0
0.13614873588085175,0.0
0.13380125164985657,0.0
0.13155430555343628,0.0
0.13376307487487793,0.0
0.12728634476661682,0.0
0.1253211796283722,0.0
0.12344185262918472,0.0
0.12164505571126938,0.0
0.12428665906190872,0.0
0.11822612583637238,0.0
0.11230210214853287,0.0
0.10650929063558578,0.06869591772556305
0.1008414775133133,0.06939876079559326
0.09093475341796875,0.07004702091217041
0.08556254208087921,0.07061028480529785
0.07593914121389389,0.0711236447095871
0.0664786696434021,0.07155662775039673
0.06153339892625809,0.07191180437803268
0.05667704716324806,0.07222409546375275
0.04754673317074776,0.07249478995800018
0.04291759058833122,0.0726931244134903
0.03836313262581825,0.07285390794277191
0.03388042375445366,0.07297792285680771
0.029466282576322556,0.07306680083274841
0.016399947926402092,0.07312130928039551
0.003516565542668104,0.07307826727628708
0.0,0.07294068485498428
0.0,0.07274400442838669
0.0,0.07239311933517456
0.0,0.07189276069402695
0.0,0.07134483009576797
0.0,0.07078242301940918
0.0,0.07023855298757553
0.0,0.06964786350727081
0.0,0.06901173293590546
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.033604901283979416,0.0
0.0411984920501709,0.0
0.04435552656650543,0.0
0.05185791477560997,0.0
0.05928792804479599,0.0
0.06664884090423584,0.0
0.06958475708961487,0.0
0.0812373012304306,0.0
0.08404967933893204,0.0
0.0825076699256897,0.0
0.08538999408483505,0.0
0.08827470242977142,0.0
0.08680310845375061,0.0
0.08975360542535782,0.0
0.08834606409072876,0.0
0.08699991554021835,0.0
0.09007184952497482,0.0
0.10621725022792816,0.0
0.10910096764564514,0.0
0.10763177275657654,0.0
0.10622891038656235,0.0634312704205513
0.10924886912107468,0.0641547366976738
0.11226977407932281,0.06488758325576782
0.11093297600746155,0.06562963128089905
0.10529924184083939,0.06634844839572906
0.10414464771747589,0.06701280176639557
0.09432701766490936,0.067656509578228
0.08468235284090042,0.0682162493467331
0.07520350813865662,0.06869454681873322
0.07024227827787399,0.06909435242414474
0.06537266075611115,0.06945018470287323
0.06494900584220886,0.06976371258497238
0.06454848498106003,0.07006864994764328
0.0554521419107914,0.07036532461643219
0.042138926684856415,0.07058942317962646
0.033381350338459015,0.07071129977703094
0.02475040778517723,0.07076583802700043
0.01188170351088047,0.07075592130422592
0.007907581515610218,0.07065130770206451
0.0,0.07051889598369598
0.0,0.07029570639133453
0.0,0.0700487419962883
0.0,0.06974658370018005
0.0,0.06939076632261276
0.0,0.06901547312736511
0.0,0.06858861446380615
0.0,0.06817661225795746
0.0,0.06771420687437057
0.0,0.06717057526111603
0.0,0.06661287695169449
0.0,0.06597676873207092
0.0,0.06529702246189117
0.0,0.06457480788230896
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.017591111361980438,0.0
0.017002485692501068,0.0
0.020795533433556557,0.0
0.020190926268696785,0.0
0.015250969678163528,0.0
0.014753203839063644,0.0
0.01427458319813013,0.0
0.013814371079206467,0.0
0.017730891704559326,0.0
0.017245011404156685,0.0
0.021137278527021408,0.0
0.024987535551190376,0.0
0.024438796564936638,0.0
0.028271101415157318,0.0
0.032064925879240036,0.0
0.03582180663943291,0.0
0.03954359516501427,0.0
0.04323207214474678,0.0
0.03817087411880493,0.0
0.03320049121975899,0.0
0.028317000716924667,0.0
0.027875667437911034,0.0
0.031812477856874466,0.0
0.035707276314496994,0.0
0.03084404021501541,0.0
